cooling	deck	dishwasher	heating	last sold	laundry	num_rooms	refridg	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore
												Lot/Land For Sale	15700			TR G # ROAD, 99683, AK99683					228254.4	Valley Market Real Estate	http://www.zillow.com/homedetails/TR-G-ROAD-99683-AK-99683/2105088222_zpid/		0	0
									1		7.33333333333	House For Sale	224900			111 Kelsan Way, Fairbanks, AK99709	3	3	2178	1975	2,201	CENTURY 21 Gold Rush	http://www.zillow.com/homedetails/111-Kelsan-Way-Fairbanks-AK-99709/74492242_zpid/		0	18
											8.66666666667	House For Sale	80000	150000.0		340 W Evergreen Ave, Palmer, AK99645						Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/340-W-Evergreen-Ave-Palmer-AK-99645/2108979850_zpid/		0	65
											6.66666666667	Lot/Land For Sale	31000			Nimbus Ct LOT 16, North Pole, AK99705					129808.8	CENTURY 21 Gold Rush	http://www.zillow.com/homedetails/Nimbus-Ct-LOT-16-North-Pole-AK-99705/2105130516_zpid/		0	2
											6.33333333333	House For Sale	314900			843 Highlander Dr, Fairbanks, AK99712	3	3	2308	1997	40075.2	CENTURY 21 Gold Rush	http://www.zillow.com/homedetails/843-Highlander-Dr-Fairbanks-AK-99712/74498736_zpid/		0	3
											8.33333333333	Lot/Land For Sale	79900			Blough Ct, Soldotna, AK99669					1219680.0	Mossy Oak Properties of Alaska - Soldotna	http://www.zillow.com/homedetails/Blough-Ct-Soldotna-AK-99669/2105134597_zpid/		0	0
	1			1		9		0	2	1	5.66666666667	House For Sale	589000	563000.0		3300 Princeton Way, Anchorage, AK99508	5	4	4030	1971	9,147	RE/MAX Dynamic Properties	http://www.zillow.com/homedetails/3300-Princeton-Way-Anchorage-AK-99508/5999_zpid/		0	32
											8.33333333333	Lot/Land For Sale	79900			Blough Ct, Soldotna, AK99669					1219680.0	Mossy Oak Properties of Alaska - Soldotna	http://www.zillow.com/homedetails/Blough-Ct-Soldotna-AK-99669/2105134597_zpid/		0	0
												Lot/Land For Sale	19900			L2 Line St, Nikiski/North Kenai, AK99635					196455.6	Mossy Oak Properties of Alaska - Soldotna	http://www.zillow.com/homedetails/L2-Line-St-Nikiski-north-Kenai-AK-99635/2105134591_zpid/		0	2
												House For Sale	139000	150000.0		3780 Bartlett St, Homer, AK99603	2	1		1958	12196.8	Bay Realty	http://www.zillow.com/homedetails/3780-Bartlett-St-Homer-AK-99603/84406057_zpid/		0	48
						0		0	0		4.0	Apartment For Sale	279900	278000.0		6620 E 9th Ave, Anchorage, AK99504	4	4	2080	1973	9,147		http://www.zillow.com/homedetails/6620-E-9th-Ave-Anchorage-AK-99504/12036_zpid/		0	36
											8.66666666667	House For Sale	455000	120000.0		NO Land, Sterling, AK99672	1	1		2004		RE/MAX of The Peninsula	http://www.zillow.com/homedetails/NO-Land-Sterling-AK-99672/2105164477_zpid/		0	0
											9.33333333333	House For Sale	315000	146000.0		NO Land, Soldotna, AK99669	1	1		1999		RE/MAX of The Peninsula	http://www.zillow.com/homedetails/NO-Land-Soldotna-AK-99669/2105164471_zpid/		0	52
											8.33333333333	House For Sale	140000	115000.0		NO Land, Kenai, AK99611	1	1		2004		RE/MAX of The Peninsula	http://www.zillow.com/homedetails/NO-Land-Kenai-AK-99611/2105164487_zpid/		0	0
				1		6		0	6		6.33333333333	House For Sale	334900	359000.0		3300 W 29th Ave, Anchorage, AK99517	3	2	1872	1964	10,018		http://www.zillow.com/homedetails/3300-W-29th-Ave-Anchorage-AK-99517/23846_zpid/		0	16
1						6					7.66666666667	Foreclosure	258295			1703 Edgecumbe Dr, Sitka, AK99835	5	2	2597	1980	6,959	Remax of Juneau	http://www.zillow.com/homedetails/1703-Edgecumbe-Dr-Sitka-AK-99835/2105168656_zpid/		0	14
					1			0		1	7.33333333333	House For Sale	195500	216000.0		1942 Lemon Creek Rd, Juneau, AK99801	4	2		1983		Powell Realty, Inc.	http://www.zillow.com/homedetails/1942-Lemon-Creek-Rd-Juneau-AK-99801/2105189024_zpid/		0	26
	1	1			1			0	1		7.0	Condo For Sale	142000	135000.0		2160 Lawson Creek Rd APT A, Douglas, AK99824	2	1		1983		Powell Realty, Inc.	http://www.zillow.com/homedetails/2160-Lawson-Creek-Rd-APT-A-Douglas-AK-99824/2105189726_zpid/		0	7
												Foreclosure	84000	127000.0		44350 Kenai Spur Hwy, Kenai, AK99611	3	1	1392	1968	18730.8	Mossy Oak Properties of Alaska	http://www.zillow.com/homedetails/44350-Kenai-Spur-Hwy-Kenai-AK-99611/74514148_zpid/		0	3
			1								9.33333333333	House For Sale	284900	274000.0		1480 N Aspen Pl, Wasilla, AK99654	4	3	2300	1998	22215.6	RE/MAX Dynamic of the Valley	http://www.zillow.com/homedetails/1480-N-Aspen-Pl-Wasilla-AK-99654/74522822_zpid/		0	7
				1		9		0			9.0	House For Sale	425000	400000.0		17615 Meadow Creek Dr, Eagle River, AK99577	4	3	3084	1978	17424.0		http://www.zillow.com/homedetails/17615-Meadow-Creek-Dr-Eagle-River-AK-99577/57111_zpid/		0	18
		1		1	1	7		0	0		8.0	House For Sale	297000	319000.0		1114 Slim Williams Way, Juneau, AK99801	3	2	1366	1983	6,600		http://www.zillow.com/homedetails/1114-Slim-Williams-Way-Juneau-AK-99801/74507042_zpid/		0	0
				1							7.0	House For Sale	259900	345000.0		2145 Puella St, North Pole, AK99705	4	3	2814	2004	41382.0	RE/MAX ASSOCIATES OF FAIRBANKS	http://www.zillow.com/homedetails/2145-Puella-St-North-Pole-AK-99705/74501250_zpid/		0	0
1			1			0		0	8		8.66666666667	House For Sale	350000	374000.0		20813 Bowery Ln, Chugiak, AK99567	3	3	3416	1963	44431.2	RE/MAX Dynamic Properties	http://www.zillow.com/homedetails/20813-Bowery-Ln-Chugiak-AK-99567/60664_zpid/		0	8
	1	1			1				1		6.0	House For Sale	355500	322000.0		172 Snowy Owl Ln, Fairbanks, AK99712	3	4	3432	1982	43560.0	MB Management Services, Inc.	http://www.zillow.com/homedetails/172-Snowy-Owl-Ln-Fairbanks-AK-99712/74487294_zpid/		0	0
				1		6		0			5.0	House For Sale	180000	177000.0		6821 Gold Kings Cir UNIT C, Anchorage, AK99504	3		1064	1998		Jack White Real Estate	http://www.zillow.com/homedetails/6821-Gold-Kings-Cir-UNIT-C-Anchorage-AK-99504/35723536_zpid/		0	38
											6.33333333333	House For Sale	225000	193000.0		328 Baranof Ave, Fairbanks, AK99701	2	3	2405	1948	16988.4	RE/MAX ASSOCIATES OF FAIRBANKS	http://www.zillow.com/homedetails/328-Baranof-Ave-Fairbanks-AK-99701/74502377_zpid/		0	46
												House For Sale	399000			L11 B3 Keyes Pt, Port Alsworth, AK99653	4	3	3200	2000	108464.4		http://www.zillow.com/homedetails/L11-B3-Keyes-Pt-Port-Alsworth-AK-99653/2105217699_zpid/		0	0
				1		6		0	0		7.66666666667	Condo For Sale	215000	211000.0		3906 W 86th Ave # 3906, Anchorage, AK99502	3	2	1216	2001			http://www.zillow.com/homedetails/3906-W-86th-Ave-3906-Anchorage-AK-99502/59679624_zpid/		0	50
											7.33333333333	Lot/Land For Sale	15000			47745 Ewe Dr S, Willow, AK99688					40075.2	Jack White Real Estate	http://www.zillow.com/homedetails/47745-Ewe-Dr-S-Willow-AK-99688/2105217685_zpid/		0	0
											6.66666666667	Lot/Land For Sale	145000			3631 N Meadow Lakes Loop, Wasilla, AK99623					62726.4	Jack White Real Estate	http://www.zillow.com/homedetails/3631-N-Meadow-Lakes-Loop-Wasilla-AK-99623/2105217715_zpid/		0	0
											7.33333333333	Lot/Land For Sale	15000			47745 Ewe Dr S, Willow, AK99688					40075.2	Jack White Real Estate	http://www.zillow.com/homedetails/47745-Ewe-Dr-S-Willow-AK-99688/2105217685_zpid/		0	0
												House For Sale	399000			L11 B3 Keyes Pt, Port Alsworth, AK99653	4	3	3200	2000	108464.4		http://www.zillow.com/homedetails/L11-B3-Keyes-Pt-Port-Alsworth-AK-99653/2105217699_zpid/		0	0
											6.33333333333	House For Sale	739000	465000.0		737 M St, Anchorage, AK99501	3	2	1768	1935	7,046	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/737-M-St-Anchorage-AK-99501/2105226826_zpid/		0	82
				1		5		0			5.0	Condo For Sale	179900	152000.0		1210 E 16th Ave APT 12, Anchorage, AK99501	2	2	1184	1982			http://www.zillow.com/homedetails/1210-E-16th-Ave-APT-12-Anchorage-AK-99501/4692_zpid/		0	54
											6.66666666667	Lot/Land For Sale	35000			21594 W Parks Hwy, Houston, AK99694					226512.0	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/21594-W-Parks-Hwy-Houston-AK-99694/2105260401_zpid/		0	0
											6.66666666667	Lot/Land For Sale	25000			2894 N Birch Harbor Rd, Houston, AK99623					49658.4	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/2894-N-Birch-Harbor-Rd-Houston-AK-99623/2105266281_zpid/		0	5
											6.66666666667	Lot/Land For Sale	25000			2866 N Birch Harbor Rd, Houston, AK99623					49658.4	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/2866-N-Birch-Harbor-Rd-Houston-AK-99623/2105266280_zpid/		0	5
											6.66666666667	Lot/Land For Sale	20500			18128 N Hines Rd, Willow, AK99688					40075.2	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/18128-N-Hines-Rd-Willow-AK-99688/2105266283_zpid/		0	0
											6.66666666667	Lot/Land For Sale	19000			25728 W Rebecca Way, Willow, AK99688					40075.2	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/25728-W-Rebecca-Way-Willow-AK-99688/2105266282_zpid/		0	0
	1	1		1	1	6		0	0	1	8.0	House For Sale	474000	416000.0		9582 Whitewater Ct, Juneau, AK99801	3	2	1786	1984	14374.8	Powell Realty, Inc.	http://www.zillow.com/homedetails/9582-Whitewater-Ct-Juneau-AK-99801/74506628_zpid/		0	0
											6.66666666667	Condo For Sale	1987000	1000000.0		1850 Evangeline Ln # 24, Anchorage, AK99517	4	5	5902	2007	19602.0	RE/MAX Dynamic Properties	http://www.zillow.com/homedetails/1850-Evangeline-Ln-24-Anchorage-AK-99517/2105268439_zpid/		0	10
		1	1	1		6		0			6.66666666667	House For Sale	189900	182000.0		8301 Stratton Cir, Anchorage, AK99507	2	1	1040	1983	3,920	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/8301-Stratton-Cir-Anchorage-AK-99507/40859_zpid/		0	14
												Lot/Land For Sale	22500			0 Sunnyslope, Lake Elsinore, AK92530					6,969	CENTURY 21 Premier Real Estate	http://www.zillow.com/homedetails/0-Sunnyslope-Lake-Elsinore-AK-92530/2105269015_zpid/		0	0
	1			1				0	1	1	7.0	House For Sale	117500	191000.0		901 Shellinger St, North Pole, AK99705	2	2	1008	2004	7,840	Sommers & Associates	http://www.zillow.com/homedetails/901-Shellinger-St-North-Pole-AK-99705/74497671_zpid/		0	10
								5	0		9.33333333333	For Sale by Owner	425000	237000.0		35555 Kenai Spur Hwy, Soldotna, AK99669	3	3	3268	2004	871200.0		http://www.zillow.com/homedetails/35555-Kenai-Spur-Hwy-Soldotna-AK-99669/81603015_zpid/		0	49
				1		5		0			5.0	Auction	from $58K			927 Juneau St APT 4, Anchorage, AK99501	2	2		1976		HomeSearch.com Realty Services Inc	http://www.zillow.com/homedetails/927-Juneau-St-APT-4-Anchorage-AK-99501/4523_zpid/		0	72
											9.33333333333	Lot/Land For Sale	125000			3703 Cleo Ave, Anchorage, AK99516					44866.8	Real Estate Brokers of Alaska	http://www.zillow.com/homedetails/3703-Cleo-Ave-Anchorage-AK-99516/2105281652_zpid/		0	3
								0			8.66666666667	Condo For Sale	350000	887000.0		36576 Shelby Ct, Kenai, AK99611	5	3	2800	2006	8,276	Five Star Realty, LLC	http://www.zillow.com/homedetails/36576-Shelby-Ct-Kenai-AK-99611/95189711_zpid/		0	0
												House For Sale	175000			3304 Whiskey Flts, Pelican, AK99832	2	1				Prudential Southeast Alaska Real Estate	http://www.zillow.com/homedetails/3304-Whiskey-Flts-Pelican-AK-99832/2105289177_zpid/		0	15
		1	1		1	8		0	1		6.33333333333	House For Sale	229900	205000.0		420 B St, Fairbanks, AK99701	3	2	1344	1998	8,999	RE/MAX ASSOCIATES OF FAIRBANKS	http://www.zillow.com/homedetails/420-B-St-Fairbanks-AK-99701/74502405_zpid/		0	57
											8.33333333333	Lot/Land For Sale	65000			52125 Kasilof Beach Rd, Kasilof, AK99610					202118.4	Bay Realty	http://www.zillow.com/homedetails/52125-Kasilof-Beach-Rd-Kasilof-AK-99610/2105301600_zpid/		0	8
											8.0	Lot/Land For Sale	42000			36665 Scotsman St, Sterling, AK99672					122839.2	Alaska Real Estate Network	http://www.zillow.com/homedetails/36665-Scotsman-St-Sterling-AK-99672/2105301608_zpid/		0	0
											8.66666666667	Lot/Land For Sale	119000			Highland Shr LOT 15A, Petersburg, AK99833					30927.6	Petersburg Properties, LLC	http://www.zillow.com/homedetails/Highland-Shr-LOT-15A-Petersburg-AK-99833/2105315440_zpid/		0	0
											8.66666666667	Lot/Land For Sale	109000			15D Highland Shr, Petersburg, AK99833					35719.2	Petersburg Properties, LLC	http://www.zillow.com/homedetails/15D-Highland-Shr-Petersburg-AK-99833/2105315447_zpid/		0	0
												Lot/Land For Sale	500000			48484 W Glenn Hwy, Chickaloon, AK99674					3049200.0	Valley Market Real Estate	http://www.zillow.com/homedetails/48484-W-Glenn-Hwy-Chickaloon-AK-99674/2113680517_zpid/		0	0
												House For Sale	175000			Legal Address Only, Pelican, AK99832	2	1			9,583		http://www.zillow.com/homedetails/Legal-Address-Only-Pelican-AK-99832/2105327825_zpid/		0	6
								0	0		8.66666666667	House For Sale	287800	276000.0		59826 Winding Trails Ln, Homer, AK99603	3	2	1648	2000	52272.0	Bay Realty	http://www.zillow.com/homedetails/59826-Winding-Trails-Ln-Homer-AK-99603/84405989_zpid/		0	Not available
												Co-op For Sale	230000	208000.0		3274 Kayak Cir S # 10, Big Lake, AK99652	2	2	1568	2005	30927.6	Real Estate Brokers of Alaska	http://www.zillow.com/homedetails/3274-Kayak-Cir-S-10-Big-Lake-AK-99652/2105332066_zpid/		0	11
									1		7.0	House For Sale	137900	219000.0		2961 Maurice Ave, North Pole, AK99705	3	2	1664	2007	43560.0	Sommers & Associates	http://www.zillow.com/homedetails/2961-Maurice-Ave-North-Pole-AK-99705/2105333273_zpid/		0	5
								0	1		6.66666666667	House For Sale	99900	163000.0		1434 Benshoof Dr, North Pole, AK99705	3	2		1992	43560.0	Sommers & Associates	http://www.zillow.com/homedetails/1434-Benshoof-Dr-North-Pole-AK-99705/2105334299_zpid/		0	2
												House For Sale	69500	198000.0		3038 Victoria Cir, North Pole, AK99705	3	2	1920	1981	43560.0	Sommers & Associates	http://www.zillow.com/homedetails/3038-Victoria-Cir-North-Pole-AK-99705/74491850_zpid/		0	1
											6.66666666667	Lot/Land For Sale	21000			1194 Shooting Star Ct, North Pole, AK99705					40075.2	Coldwell Banker Gold Country	http://www.zillow.com/homedetails/1194-Shooting-Star-Ct-North-Pole-AK-99705/2105336430_zpid/		0	3
											7.66666666667	Lot/Land For Sale	175000			1431 W Melanie Ave, Wasilla, AK99654					132858.0	Alaska Dream Makers	http://www.zillow.com/homedetails/1431-W-Melanie-Ave-Wasilla-AK-99654/2105346245_zpid/		0	2
	1				1			0	1		7.0	House For Sale	145000			2349 Sunflower Loop, North Pole, AK99705	3	1	1064	1997	53578.8	Coldwell Banker Gold Country	http://www.zillow.com/homedetails/2349-Sunflower-Loop-North-Pole-AK-99705/2110143429_zpid/		0	0
		1	1	1	1	5		0	1	1	8.33333333333	House For Sale	299000	247000.0		2331 Oday Dr, Juneau, AK99801	3	1	1184	1956	9,262	Alaska Unlimited Realty	http://www.zillow.com/homedetails/2331-Oday-Dr-Juneau-AK-99801/74508558_zpid/		0	57
											6.66666666667	Apartment For Sale	189900	237000.0		1551 N Executive Pl, Wasilla, AK99654	2	2	1440	2001	80150.4	RE/MAX Dynamic of the Valley	http://www.zillow.com/homedetails/1551-N-Executive-Pl-Wasilla-AK-99654/2146283658_zpid/		0	3
			1						1		8.66666666667	House For Sale	277150	254000.0		1245 W Granville St, Palmer, AK99645	4	3	2410	2006	7,405	Military Movers Real Estate LLC	http://www.zillow.com/homedetails/1245-W-Granville-St-Palmer-AK-99645/90695653_zpid/		0	19
											8.66666666667	Lot/Land For Sale	40000			L3 B2 Chugach St S, Palmer, AK99645					6,969	Vanguard Real Estate, LLC	http://www.zillow.com/homedetails/L3-B2-Chugach-St-S-Palmer-AK-99645/2105368924_zpid/		0	60
											8.66666666667	House For Sale	219900	185000.0		1322 S Chugach St, Palmer, AK99645	3	2	2112	1964	14374.8	Vanguard Real Estate, LLC	http://www.zillow.com/homedetails/1322-S-Chugach-St-Palmer-AK-99645/74523598_zpid/		0	28
											8.66666666667	Lot/Land For Sale	27500			800-899 Neptune St, Petersburg, AK99833					10,018	Petersburg Properties, LLC	http://www.zillow.com/homedetails/800-899-Neptune-St-Petersburg-AK-99833/2105368946_zpid/		0	40
												House For Sale	33500			Block 6 LOT 13, Haines, AK99827						Prudential Southeast Alaska Real Estate	http://www.zillow.com/homedetails/Block-6-LOT-13-Haines-AK-99827/2105369016_zpid/		0	48
											7.0	House For Sale	139900	139000.0		3048 Maule Ln, North Pole, AK99705	2	1	1006	1991	40075.2	RE/MAX ASSOCIATES OF FAIRBANKS	http://www.zillow.com/homedetails/3048-Maule-Ln-North-Pole-AK-99705/2105382956_zpid/		0	0
				1	1						7.33333333333	House For Sale	159900	160000.0		3541 Starship Ln, Fairbanks, AK99709	2	1		1981	435600.0	RE/MAX Associates of Fairbanks	http://www.zillow.com/homedetails/3541-Starship-Ln-Fairbanks-AK-99709/74485121_zpid/		0	0
											9.0	Condo For Sale	229000	203000.0		281 Upper Rosian Dr, Soldotna, AK99669	2	2	1335	2014	435	Five Star Realty, LLC	http://www.zillow.com/homedetails/281-Upper-Rosian-Dr-Soldotna-AK-99669/2105414006_zpid/		0	37
											9.0	Condo For Sale	273000	235000.0		242 Upper Rosian Dr, Soldotna, AK99669	2	2	1665	2014	435	Five Star Realty, LLC	http://www.zillow.com/homedetails/242-Upper-Rosian-Dr-Soldotna-AK-99669/2105414005_zpid/		0	17
											8.33333333333	Lot/Land For Sale	100000			TR C Ervin St, Kenai, AK99611					260488.8	RE/MAX of The Peninsula	http://www.zillow.com/homedetails/TR-C-Ervin-St-Kenai-AK-99611/2105414001_zpid/		0	24
											9.0	Condo For Sale	273000	238000.0		250 Upper Rosian Dr, Soldotna, AK99669	2	2	1665	2014	435	Five Star Realty, LLC	http://www.zillow.com/homedetails/250-Upper-Rosian-Dr-Soldotna-AK-99669/2105413997_zpid/		0	17
											7.33333333333	Lot/Land For Sale	325000			L9 B1 Prospect Dr, Anchorage, AK99507					90169.2	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/L9-B1-Prospect-Dr-Anchorage-AK-99507/2105422784_zpid/		0	23
											6.33333333333	Condo For Sale	149900			15 Farewell Ave UNIT 106, Fairbanks, AK99701	2	2	1073	1982		CENTURY 21 Gold Rush	http://www.zillow.com/homedetails/15-Farewell-Ave-UNIT-106-Fairbanks-AK-99701/2105426117_zpid/		0	61
												House For Sale	900000			Block C Ducan's Camp Sub. LOT 2, Excursion Inlet, AK99801						Prudential Southeast Alaska Real Estate	http://www.zillow.com/homedetails/Block-C-Ducan's-Camp-Sub-LOT-2-Excursion-Inlet-AK-99801/2105442930_zpid/		0	0
											7.0	House For Sale	265000	237000.0		20875 Sterling Hwy, Ninilchik, AK99639	3	2	1976	1982	133293.6	Bay Realty	http://www.zillow.com/homedetails/20875-Sterling-Hwy-Ninilchik-AK-99639/2105468165_zpid/		0	0
												Condo For Sale	274900	259000.0		350 Hightower Rd # C-304, Girdwood, AK99587	2	2		2006			http://www.zillow.com/homedetails/350-Hightower-Rd-C-304-Girdwood-AK-99587/2105468174_zpid/		0	26
											8.66666666667	Lot/Land For Sale	52000			Wrangell Narrows Sub. LOT 2, Petersburg, AK99833					140698.8	Petersburg Properties, LLC	http://www.zillow.com/homedetails/Wrangell-Narrows-Sub-LOT-2-Petersburg-AK-99833/2105468205_zpid/		0	0
			1						1		9.0	House For Sale	59000			34419 Needles Ave, Soldotna, AK99669				2007	45738.0		http://www.zillow.com/homedetails/34419-Needles-Ave-Soldotna-AK-99669/2105477267_zpid/		0	0
			1	1	1	6		0			8.33333333333	House For Sale	234900	223000.0		12516 Hope Cir, Eagle River, AK99577	3	2	1224	1981	23958.0		http://www.zillow.com/homedetails/12516-Hope-Cir-Eagle-River-AK-99577/55485_zpid/		0	30
											6.66666666667	House For Sale	150000	151000.0		3246 N Paradise Ln, Wasilla, AK99623	1	1		2001	85813.2		http://www.zillow.com/homedetails/3246-N-Paradise-Ln-Wasilla-AK-99623/2105496470_zpid/		0	2
				1		9		0	4		7.0	House For Sale	275000	301000.0		7011 Scalero Cir, Anchorage, AK99507	4	3	1540	1984	9,147		http://www.zillow.com/homedetails/7011-Scalero-Cir-Anchorage-AK-99507/39275_zpid/		0	13
1		1	1		1	1			1		8.33333333333	House For Sale	219500	216000.0		405 Rogers Rd, Kenai, AK99611	3	3	2346	1976	11761.2		http://www.zillow.com/homedetails/405-Rogers-Rd-Kenai-AK-99611/84407326_zpid/		0	20
		1	1	1	1	8		0	0		9.33333333333	House For Sale	409000	386000.0		3700 Matthews Dr, Anchorage, AK99516	4	3	1920	1998	13068.0	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/3700-Matthews-Dr-Anchorage-AK-99516/52933_zpid/		0	13
1		1	1	1	1	6		0	0		7.0	House For Sale	249000	251000.0		6424 Pequod Cir, Anchorage, AK99507	3	2	1198	1999	2,613	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/6424-Pequod-Cir-Anchorage-AK-99507/38805_zpid/		0	28
												House For Sale	165000			5002 Rink Creek Rd, Gustavus, AK99826	2	1		1998	43560.0		http://www.zillow.com/homedetails/5002-Rink-Creek-Rd-Gustavus-AK-99826/2105529473_zpid/		0	0
		1			1			0	1		5.0	House For Sale	222000	207000.0		2185 Crow Hill Dr, Douglas, AK99824	3	2	1296	2006		Powell Realty, Inc.	http://www.zillow.com/homedetails/2185-Crow-Hill-Dr-Douglas-AK-99824/2105564235_zpid/		0	13
											7.0	Lot/Land For Sale	165000			1161 N Stanley Rd, Wasilla, AK99623					505296.0	Valley Market Real Estate	http://www.zillow.com/homedetails/1161-N-Stanley-Rd-Wasilla-AK-99623/2105566914_zpid/		0	0
1			1	1		5		0	1		6.33333333333	Condo For Sale	259900	245000.0		1315 Denali St # 8, Anchorage, AK99501	2		1213	2004			http://www.zillow.com/homedetails/1315-Denali-St-8-Anchorage-AK-99501/68029027_zpid/		0	73
			1						1		7.0	House For Sale	524900	439000.0		3094 W Discovery Loop, Wasilla, AK99654	4	3	2950	2011	44866.8		http://www.zillow.com/homedetails/3094-W-Discovery-Loop-Wasilla-AK-99654/119382581_zpid/		0	5
											8.33333333333	House For Sale	349000	310000.0		52575 Havityer Way, Kasilof, AK99610	3	3	1957	2009	162914.4		http://www.zillow.com/homedetails/52575-Havityer-Way-Kasilof-AK-99610/2105579848_zpid/		0	1
1			1			2		0	2		8.0	House For Sale	1750000	1150000.0		4131 Endeavor Cir, Anchorage, AK99515	5	5	4808	1983	51400.8	RE/MAX Dynamic Properties	http://www.zillow.com/homedetails/4131-Endeavor-Cir-Anchorage-AK-99515/30151_zpid/		0	5
											1.0	Lot/Land For Sale	14000			L1 B23 # ROAD, Remote, AK99000					189486.0	Jack White Real Estate	http://www.zillow.com/homedetails/L1-B23-ROAD-Remote-AK-99000/2105594785_zpid/		0	0
	1	1			1			0	1	1	6.66666666667	House For Sale	225000	203000.0		2270 N Larry Trl, Wasilla, AK99623	3	1	1590	1977		w/North Star Realty	http://www.zillow.com/homedetails/2270-N-Larry-Trl-Wasilla-AK-99623/2108562768_zpid/		0	0
		1	1		1			0	1		9.33333333333	House For Sale	160000	142000.0		5490 N Rhonda Dr, Palmer, AK99645	2	1		2002	78408.0	North Star Realty Mat-Su Group, LLC	http://www.zillow.com/homedetails/5490-N-Rhonda-Dr-Palmer-AK-99645/90699035_zpid/		0	4
			1	1		9		0	5		5.66666666667	House For Sale	629900	607000.0		2928 Gladys Marie Cir, Anchorage, AK99516	5		3446	2010	9,147		http://www.zillow.com/homedetails/2928-Gladys-Marie-Cir-Anchorage-AK-99516/112366914_zpid/		0	1
											8.33333333333	Apartment For Sale	649900	603000.0		16411 Heritage Pl, Eagle River, AK99577	10	6	6192	1978	8,276		http://www.zillow.com/homedetails/16411-Heritage-Pl-Eagle-River-AK-99577/2105626141_zpid/		0	66
1				1		9		0	6		8.33333333333	Foreclosure	254125	291000.0		23110 Paul Davis Cir, Chugiak, AK99567	4	2	2288	1972	9,030	Herrington and Company	http://www.zillow.com/homedetails/23110-Paul-Davis-Cir-Chugiak-AK-99567/82587257_zpid/		0	23
									0		9.33333333333	For Sale by Owner	339000	250000.0		159 E Redoubt Ave, Soldotna, AK99669	6	4	2585	1962	11325.6		http://www.zillow.com/homedetails/159-E-Redoubt-Ave-Soldotna-AK-99669/74518092_zpid/		0	55
											7.33333333333	House For Sale	349900	335000.0		3265 Craft Ave, Fairbanks, AK99709	5	4	3456	2005	98010.0	RE/MAX ASSOCIATES OF FAIRBANKS	http://www.zillow.com/homedetails/3265-Craft-Ave-Fairbanks-AK-99709/90666296_zpid/		0	0
1			1			9		0	1		9.66666666667	House For Sale	549000	553000.0		16350 Sandpiper Dr, Anchorage, AK99516	4	3	2976	1975	50094.0		http://www.zillow.com/homedetails/16350-Sandpiper-Dr-Anchorage-AK-99516/53961_zpid/		0	0
											4.0	Condo For Sale	249900	235000.0		6614 Whisperwood Park Dr # 3R, Anchorage, AK99504	2	3	1516	2005			http://www.zillow.com/homedetails/6614-Whisperwood-Park-Dr-3R-Anchorage-AK-99504/2105689882_zpid/		0	24
											9.33333333333	Lot/Land For Sale	125000			5500 E Hemlock Dr, Wasilla, AK99654					47044.8	Valley Market Real Estate	http://www.zillow.com/homedetails/5500-E-Hemlock-Dr-Wasilla-AK-99654/2105690746_zpid/		0	25
											7.0	Lot/Land For Sale	189000			MI 100 Seward Hwy, Indian, AK99540					108900.0	Alaska Real Estate Network	http://www.zillow.com/homedetails/MI-100-Seward-Hwy-Indian-AK-99540/2105706314_zpid/		0	8
												House For Sale	330000	297000.0		6201 Roosevelt Dr S, Wasilla, AK99654	3	2	2043	2000	20037.6		http://www.zillow.com/homedetails/6201-Roosevelt-Dr-S-Wasilla-AK-99654/2105706317_zpid/		0	1
												Lot/Land For Sale	79000			360 Paintbrush Ct, Homer, AK99603					23086.8	Bay Realty	http://www.zillow.com/homedetails/360-Paintbrush-Ct-Homer-AK-99603/2105706348_zpid/		0	0
											8.33333333333	For Sale by Owner	350000	295000.0		48480 Helgeson Ave, Soldotna, AK99669	4	3	3375				http://www.zillow.com/homedetails/48480-Helgeson-Ave-Soldotna-AK-99669/2105715907_zpid/		0	0
1			1	1		0		0	3		5.66666666667	House For Sale	545000	574000.0		11363 Tulin Park Loop, Anchorage, AK99516	6	3	3146	2008	8,276		http://www.zillow.com/homedetails/11363-Tulin-Park-Loop-Anchorage-AK-99516/88903617_zpid/		0	1
		1	1			6		0	8		7.0	House For Sale	340000	320000.0		7050 Viburnum Dr, Anchorage, AK99507	3	3	2016	1981	9,583	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/7050-Viburnum-Dr-Anchorage-AK-99507/39557_zpid/		0	23
